Team,Result,Margin,BR,Toss,Bat,Opposition,Ground,Date,Captain
New Zealand,won,6 wickets,6,won,2nd,South Africa,Dunedin,2/25/2004,Stephen Fleming (NZ)
Pakistan,won,6 wickets,6,lost,2nd,India,Kolkata,11/13/2004,
Pakistan,won,6 wickets,6,won,2nd,West Indies,Gros Islet,7/21/2013,
South Africa,lost,6 wickets,6,lost,1st,New Zealand,Dunedin,2/25/2004,Stephen Fleming (NZ)
West Indies,lost,6 wickets,6,lost,1st,Pakistan,Gros Islet,7/21/2013,
Australia,lost,6 wickets,7,lost,1st,New Zealand,Melbourne,2/6/2009,Daniel Vettori (NZ)
Australia,won,6 wickets,7,lost,2nd,Pakistan,Lahore,11/10/1998,
England,lost,6 wickets,7,won,1st,India,Lord's,6/29/2002,
India,won,6 wickets,7,lost,2nd,England,Lord's,6/29/2002,
New Zealand,won,6 wickets,7,won,2nd,Australia,Melbourne,2/6/2009,Daniel Vettori (NZ)
Pakistan,lost,6 wickets,7,won,1st,Australia,Lahore,11/10/1998,
Pakistan,won,6 wickets,7,won,2nd,Sri Lanka,Lahore,10/14/2004,
Sri Lanka,lost,6 wickets,7,lost,1st,Pakistan,Lahore,10/14/2004,
India,lost,6 wickets,8,lost,1st,Sri Lanka,Delhi,3/2/1996,
Sri Lanka,won,6 wickets,8,won,2nd,India,Delhi,3/2/1996,
Australia,lost,6 wickets,9,lost,1st,India,Sharjah,4/24/1998,
Australia,won,6 wickets,9,lost,2nd,England,Southampton,9/9/2009,
England,lost,6 wickets,9,won,1st,Australia,Southampton,9/9/2009,
India,lost,6 wickets,9,won,1st,Pakistan,Abu Dhabi,4/18/2006,
India,won,6 wickets,9,won,2nd,Australia,Sharjah,4/24/1998,
New Zealand,lost,6 wickets,9,lost,1st,South Africa,Durban,11/1/2000,Stephen Fleming (NZ)
Pakistan,won,6 wickets,9,lost,2nd,India,Abu Dhabi,4/18/2006,
South Africa,won,6 wickets,9,won,2nd,New Zealand,Durban,11/1/2000,Stephen Fleming (NZ)
Australia,lost,6 wickets,10,lost,1st,England,The Oval,5/24/1997,
Australia,lost,6 wickets,10,won,1st,India,Delhi,10/31/2009,
Australia,won,6 wickets,10,lost,2nd,New Zealand,Adelaide,2/10/2009,Daniel Vettori (NZ)
England,lost,6 wickets,10,won,1st,Sri Lanka,Birmingham,6/3/2014,
England,lost,6 wickets,10,won,1st,Sri Lanka,Lord's,7/3/2011,
England,won,6 wickets,10,won,2nd,Australia,The Oval,5/24/1997,
England,won,6 wickets,10,won,2nd,India,Cardiff,9/16/2011,
India,lost,6 wickets,10,lost,1st,England,Cardiff,9/16/2011,
India,lost,6 wickets,10,lost,1st,South Africa,Johannesburg,10/5/2001,
India,lost,6 wickets,10,lost,1st,Sri Lanka,Harare,6/5/2010,
India,won,6 wickets,10,lost,2nd,Australia,Delhi,10/31/2009,
India,won,6 wickets,10,lost,2nd,Sri Lanka,Mumbai,4/2/2011,
New Zealand,lost,6 wickets,10,won,1st,Australia,Adelaide,2/10/2009,Daniel Vettori (NZ)
South Africa,won,6 wickets,10,won,2nd,India,Johannesburg,10/5/2001,
Sri Lanka,lost,6 wickets,10,won,1st,India,Mumbai,4/2/2011,
Sri Lanka,won,6 wickets,10,lost,2nd,England,Birmingham,6/3/2014,
Sri Lanka,won,6 wickets,10,lost,2nd,England,Lord's,7/3/2011,
Sri Lanka,won,6 wickets,10,won,2nd,India,Harare,6/5/2010,
India,lost,6 wickets,11,lost,1st,Pakistan,Chennai,12/30/2012,
India,lost,6 wickets,11,won,1st,New Zealand,Harare,9/6/2005,Stephen Fleming (NZ)
India,won,6 wickets,11,lost,2nd,Pakistan,Sharjah,4/13/1999,
India,won,6 wickets,11,won,2nd,Sri Lanka,Dambulla,1/28/2009,
India,won,6 wickets,11,won,2nd,West Indies,Harare,7/4/2001,
New Zealand,lost,6 wickets,11,lost,1st,South Africa,Mount Maunganui,10/21/2014,Brendon McCullum (NZ)
New Zealand,won,6 wickets,11,lost,2nd,India,Harare,9/6/2005,Stephen Fleming (NZ)
Pakistan,lost,6 wickets,11,lost,1st,West Indies,Brisbane,1/3/1997,
Pakistan,lost,6 wickets,11,won,1st,India,Sharjah,4/13/1999,
Pakistan,won,6 wickets,11,lost,2nd,South Africa,Faisalabad,10/23/2007,
Pakistan,won,6 wickets,11,won,2nd,India,Chennai,12/30/2012,
South Africa,lost,6 wickets,11,won,1st,Pakistan,Faisalabad,10/23/2007,
South Africa,won,6 wickets,11,won,2nd,New Zealand,Mount Maunganui,10/21/2014,Brendon McCullum (NZ)
Sri Lanka,lost,6 wickets,11,lost,1st,India,Dambulla,1/28/2009,
West Indies,lost,6 wickets,11,lost,1st,India,Harare,7/4/2001,
West Indies,won,6 wickets,11,won,2nd,Pakistan,Brisbane,1/3/1997,
Australia,lost,6 wickets,12,lost,1st,South Africa,Durban,4/12/2000,
South Africa,won,6 wickets,12,won,2nd,Australia,Durban,4/12/2000,
South Africa,won,6 wickets,12,won,2nd,West Indies,Centurion,1/20/2008,
West Indies,lost,6 wickets,12,lost,1st,South Africa,Centurion,1/20/2008,
Australia,won,6 wickets,13,lost,2nd,New Zealand,Chennai,3/11/1996,Lee Germon (NZ)
Australia,won,6 wickets,13,won,2nd,Pakistan,Melbourne,1/16/2000,
India,won,6 wickets,13,lost,2nd,Pakistan,Dhaka,3/18/2012,
New Zealand,lost,6 wickets,13,won,1st,Australia,Chennai,3/11/1996,Lee Germon (NZ)
Pakistan,lost,6 wickets,13,lost,1st,Australia,Melbourne,1/16/2000,
Pakistan,lost,6 wickets,13,won,1st,India,Dhaka,3/18/2012,
New Zealand,lost,6 wickets,14,won,1st,Sri Lanka,Hamilton,1/15/2015,Brendon McCullum (NZ)
Sri Lanka,won,6 wickets,14,lost,2nd,New Zealand,Hamilton,1/15/2015,Brendon McCullum (NZ)
England,won,6 wickets,15,won,2nd,India,Leeds,5/25/1996,
India,lost,6 wickets,15,lost,1st,England,Leeds,5/25/1996,
India,won,6 wickets,15,lost,2nd,New Zealand,Harare,9/2/2005,Stephen Fleming (NZ)
New Zealand,lost,6 wickets,15,won,1st,India,Harare,9/2/2005,Stephen Fleming (NZ)
Australia,won,6 wickets,16,won,2nd,New Zealand,Hamilton,3/9/2010,Daniel Vettori (NZ)
England,lost,6 wickets,16,lost,1st,New Zealand,Bristol,7/4/2004,Stephen Fleming (NZ)
New Zealand,lost,6 wickets,16,lost,1st,Australia,Hamilton,3/9/2010,Daniel Vettori (NZ)
New Zealand,won,6 wickets,16,won,2nd,England,Bristol,7/4/2004,Stephen Fleming (NZ)
Australia,won,6 wickets,17,won,2nd,New Zealand,Auckland,3/11/2010,Daniel Vettori (NZ)
India,won,6 wickets,17,lost,2nd,South Africa,Jamshedpur,3/12/2000,
New Zealand,lost,6 wickets,17,lost,1st,Australia,Auckland,3/11/2010,Daniel Vettori (NZ)
South Africa,lost,6 wickets,17,won,1st,India,Jamshedpur,3/12/2000,
Australia,lost,6 wickets,18,lost,1st,South Africa,East London,3/29/1997,
England,won,6 wickets,18,won,2nd,New Zealand,Auckland,2/15/2008,Daniel Vettori (NZ)
India,lost,6 wickets,18,won,1st,West Indies,Dhaka,10/31/1998,
New Zealand,lost,6 wickets,18,lost,1st,England,Auckland,2/15/2008,Daniel Vettori (NZ)
New Zealand,lost,6 wickets,18,lost,1st,Pakistan,Queenstown,1/7/2004,Stephen Fleming (NZ)
Pakistan,won,6 wickets,18,won,2nd,New Zealand,Queenstown,1/7/2004,Stephen Fleming (NZ)
Pakistan,won,6 wickets,18,won,2nd,West Indies,Brisbane,1/19/2005,
South Africa,won,6 wickets,18,won,2nd,Australia,East London,3/29/1997,
West Indies,lost,6 wickets,18,lost,1st,Pakistan,Brisbane,1/19/2005,
West Indies,won,6 wickets,18,lost,2nd,India,Dhaka,10/31/1998,
India,won,6 wickets,19,lost,2nd,Sri Lanka,Karachi,7/3/2008,
South Africa,won,6 wickets,19,won,2nd,West Indies,Port of Spain,5/14/2005,
Sri Lanka,lost,6 wickets,19,won,1st,India,Karachi,7/3/2008,
West Indies,lost,6 wickets,19,lost,1st,South Africa,Port of Spain,5/14/2005,
England,lost,6 wickets,20,won,1st,South Africa,Dhaka,10/25/1998,
England,won,6 wickets,20,won,2nd,South Africa,Lord's,9/2/2012,
New Zealand,lost,6 wickets,20,won,1st,South Africa,Benoni,10/22/2000,Stephen Fleming (NZ)
South Africa,lost,6 wickets,20,lost,1st,England,Lord's,9/2/2012,
South Africa,lost,6 wickets,20,won,1st,Sri Lanka,Port Elizabeth,4/13/1998,
South Africa,won,6 wickets,20,lost,2nd,England,Dhaka,10/25/1998,
South Africa,won,6 wickets,20,lost,2nd,New Zealand,Benoni,10/22/2000,Stephen Fleming (NZ)
Sri Lanka,won,6 wickets,20,lost,2nd,South Africa,Port Elizabeth,4/13/1998,
Australia,lost,6 wickets,21,lost,1st,England,Birmingham,9/21/2004,
Australia,lost,6 wickets,21,won,1st,South Africa,Centurion,2/26/2006,
England,won,6 wickets,21,won,2nd,Australia,Birmingham,9/21/2004,
India,won,6 wickets,21,lost,2nd,Pakistan,Gwalior,11/15/2007,
Pakistan,lost,6 wickets,21,lost,1st,Sri Lanka,Dambulla,8/3/2009,
Pakistan,lost,6 wickets,21,won,1st,India,Gwalior,11/15/2007,
South Africa,won,6 wickets,21,lost,2nd,Australia,Centurion,2/26/2006,
Sri Lanka,won,6 wickets,21,won,2nd,Pakistan,Dambulla,8/3/2009,
India,won,6 wickets,23,lost,2nd,Sri Lanka,Jaipur,10/31/2005,
Sri Lanka,lost,6 wickets,23,won,1st,India,Jaipur,10/31/2005,
Australia,lost,6 wickets,25,won,1st,India,Sydney,3/2/2008,
England,won,6 wickets,25,lost,2nd,South Africa,The Oval,6/28/2003,
India,won,6 wickets,25,lost,2nd,Australia,Sydney,3/2/2008,
South Africa,lost,6 wickets,25,won,1st,England,The Oval,6/28/2003,
Australia,lost,6 wickets,26,won,1st,England,The Oval,7/1/2012,
Australia,won,6 wickets,26,lost,2nd,England,Melbourne,1/12/2014,
Australia,won,6 wickets,26,lost,2nd,India,Mohali,10/29/2006,
England,lost,6 wickets,26,won,1st,Australia,Melbourne,1/12/2014,
England,won,6 wickets,26,lost,2nd,Australia,The Oval,7/1/2012,
India,lost,6 wickets,26,won,1st,Australia,Mohali,10/29/2006,
India,won,6 wickets,26,lost,2nd,Pakistan,Centurion,3/1/2003,
Pakistan,lost,6 wickets,26,won,1st,India,Centurion,3/1/2003,
Australia,won,6 wickets,28,lost,2nd,New Zealand,Centurion,10/5/2009,Brendon McCullum (NZ)
New Zealand,lost,6 wickets,28,won,1st,Australia,Centurion,10/5/2009,Brendon McCullum (NZ)
New Zealand,lost,6 wickets,28,won,1st,South Africa,Wellington,2/25/2012,Brendon McCullum (NZ)
Pakistan,won,6 wickets,28,lost,2nd,South Africa,Centurion,3/15/2013,
Pakistan,won,6 wickets,28,won,2nd,Sri Lanka,Dambulla,7/11/2015,
South Africa,lost,6 wickets,28,won,1st,Pakistan,Centurion,3/15/2013,
South Africa,won,6 wickets,28,lost,2nd,New Zealand,Wellington,2/25/2012,Brendon McCullum (NZ)
Sri Lanka,lost,6 wickets,28,lost,1st,Pakistan,Dambulla,7/11/2015,
Australia,won,6 wickets,29,lost,2nd,Pakistan,Dubai (DSC),4/24/2009,
India,lost,6 wickets,29,won,1st,South Africa,Port Elizabeth,2/2/1997,
New Zealand,lost,6 wickets,29,won,1st,Sri Lanka,St George's,4/12/2007,Stephen Fleming (NZ)
Pakistan,lost,6 wickets,29,won,1st,Australia,Dubai (DSC),4/24/2009,
South Africa,won,6 wickets,29,lost,2nd,India,Port Elizabeth,2/2/1997,
South Africa,won,6 wickets,29,lost,2nd,Sri Lanka,Bloemfontein,12/6/2002,
Sri Lanka,lost,6 wickets,29,won,1st,South Africa,Bloemfontein,12/6/2002,
Sri Lanka,won,6 wickets,29,lost,2nd,New Zealand,St George's,4/12/2007,Stephen Fleming (NZ)
England,won,6 wickets,30,won,2nd,Sri Lanka,Johannesburg,9/25/2009,
New Zealand,lost,6 wickets,30,lost,1st,Pakistan,Auckland,2/17/2001,Stephen Fleming (NZ)
Pakistan,won,6 wickets,30,won,2nd,New Zealand,Auckland,2/17/2001,Stephen Fleming (NZ)
Sri Lanka,lost,6 wickets,30,lost,1st,England,Johannesburg,9/25/2009,
Sri Lanka,lost,6 wickets,31,lost,1st,West Indies,Kingstown,6/11/2003,
West Indies,won,6 wickets,31,won,2nd,Sri Lanka,Kingstown,6/11/2003,
India,lost,6 wickets,32,lost,1st,Sri Lanka,Colombo (RPS),7/18/1997,
Sri Lanka,won,6 wickets,32,won,2nd,India,Colombo (RPS),7/18/1997,
Australia,lost,6 wickets,33,won,1st,India,Kanpur,4/7/1998,
India,won,6 wickets,33,lost,2nd,Australia,Kanpur,4/7/1998,
India,won,6 wickets,33,lost,2nd,Sri Lanka,Ahmedabad,11/6/2014,
Sri Lanka,lost,6 wickets,33,won,1st,India,Ahmedabad,11/6/2014,
South Africa,lost,6 wickets,34,won,1st,West Indies,Kingstown,5/16/2001,
West Indies,won,6 wickets,34,lost,2nd,South Africa,Kingstown,5/16/2001,
India,won,6 wickets,35,lost,2nd,Sri Lanka,Hyderabad (Deccan),11/9/2014,
Sri Lanka,lost,6 wickets,35,won,1st,India,Hyderabad (Deccan),11/9/2014,
India,lost,6 wickets,36,lost,1st,West Indies,Port of Spain,5/26/2006,
Pakistan,lost,6 wickets,36,won,1st,South Africa,Benoni,3/24/2013,
South Africa,lost,6 wickets,36,won,1st,West Indies,Jaipur,11/2/2006,
South Africa,won,6 wickets,36,lost,2nd,Pakistan,Benoni,3/24/2013,
West Indies,won,6 wickets,36,lost,2nd,South Africa,Jaipur,11/2/2006,
West Indies,won,6 wickets,36,won,2nd,India,Port of Spain,5/26/2006,
India,won,6 wickets,37,won,2nd,West Indies,Bulawayo,6/30/2001,
West Indies,lost,6 wickets,37,lost,1st,India,Bulawayo,6/30/2001,
England,lost,6 wickets,38,lost,1st,India,Cuttack,11/26/2008,
England,lost,6 wickets,38,won,1st,Pakistan,Abu Dhabi,11/11/2015,
India,won,6 wickets,38,won,2nd,England,Cuttack,11/26/2008,
India,won,6 wickets,38,won,2nd,Pakistan,Toronto,9/12/1998,
Pakistan,lost,6 wickets,38,lost,1st,India,Toronto,9/12/1998,
Pakistan,lost,6 wickets,38,lost,1st,Sri Lanka,Dambulla,8/1/2009,
Pakistan,won,6 wickets,38,lost,2nd,England,Abu Dhabi,11/11/2015,
Sri Lanka,won,6 wickets,38,won,2nd,Pakistan,Dambulla,8/1/2009,
England,lost,6 wickets,39,lost,1st,Pakistan,Rawalpindi,10/30/2000,
England,won,6 wickets,39,lost,2nd,New Zealand,Auckland,2/23/1997,Lee Germon (NZ)
New Zealand,lost,6 wickets,39,won,1st,England,Auckland,2/23/1997,Lee Germon (NZ)
Pakistan,won,6 wickets,39,won,2nd,England,Rawalpindi,10/30/2000,
England,lost,6 wickets,42,lost,1st,India,Nottingham,8/30/2014,
India,won,6 wickets,42,won,2nd,England,Nottingham,8/30/2014,
Australia,won,6 wickets,44,lost,2nd,Pakistan,Melbourne,2/2/2000,
India,lost,6 wickets,44,won,1st,South Africa,Sharjah,3/27/2000,
Pakistan,lost,6 wickets,44,won,1st,Australia,Melbourne,2/2/2000,
South Africa,won,6 wickets,44,lost,2nd,India,Sharjah,3/27/2000,
India,won,6 wickets,46,lost,2nd,Sri Lanka,Colombo (RPS),7/31/2012,
Sri Lanka,lost,6 wickets,46,won,1st,India,Colombo (RPS),7/31/2012,
India,lost,6 wickets,47,lost,1st,South Africa,Durban,10/26/2001,
India,won,6 wickets,47,lost,2nd,Pakistan,Karachi,6/26/2008,
New Zealand,lost,6 wickets,47,won,1st,South Africa,Sydney,2/8/2002,Stephen Fleming (NZ)
Pakistan,lost,6 wickets,47,won,1st,India,Karachi,6/26/2008,
Pakistan,won,6 wickets,47,lost,2nd,Sri Lanka,Pallekele,6/7/2012,
South Africa,lost,6 wickets,47,won,1st,Sri Lanka,Tangier,8/19/2002,
South Africa,won,6 wickets,47,lost,2nd,New Zealand,Sydney,2/8/2002,Stephen Fleming (NZ)
South Africa,won,6 wickets,47,won,2nd,India,Durban,10/26/2001,
Sri Lanka,lost,6 wickets,47,won,1st,Pakistan,Pallekele,6/7/2012,
Sri Lanka,won,6 wickets,47,lost,2nd,South Africa,Tangier,8/19/2002,
Australia,won,6 wickets,49,lost,2nd,India,Guwahati,11/8/2009,
India,lost,6 wickets,49,won,1st,Australia,Guwahati,11/8/2009,
Australia,won,6 wickets,54,lost,2nd,Sri Lanka,Perth,1/29/2006,
England,lost,6 wickets,54,lost,1st,New Zealand,Gros Islet,3/16/2007,Stephen Fleming (NZ)
England,won,6 wickets,54,lost,2nd,Pakistan,Sharjah,11/17/2015,
New Zealand,won,6 wickets,54,won,2nd,England,Gros Islet,3/16/2007,Stephen Fleming (NZ)
Pakistan,lost,6 wickets,54,won,1st,England,Sharjah,11/17/2015,
Sri Lanka,lost,6 wickets,54,won,1st,Australia,Perth,1/29/2006,
Australia,lost,6 wickets,55,lost,1st,South Africa,Harare,9/6/2014,
South Africa,won,6 wickets,55,won,2nd,Australia,Harare,9/6/2014,
Australia,won,6 wickets,56,won,2nd,West Indies,Manchester,5/30/1999,
West Indies,lost,6 wickets,56,lost,1st,Australia,Manchester,5/30/1999,
India,won,6 wickets,57,lost,2nd,New Zealand,Colombo (RPS),9/11/2009,Daniel Vettori (NZ)
New Zealand,lost,6 wickets,57,won,1st,India,Colombo (RPS),9/11/2009,Daniel Vettori (NZ)
Australia,lost,6 wickets,59,lost,1st,England,Leeds,5/22/1997,
England,lost,6 wickets,59,won,1st,India,Mumbai,10/23/2011,
England,won,6 wickets,59,won,2nd,Australia,Leeds,5/22/1997,
India,won,6 wickets,59,lost,2nd,England,Mumbai,10/23/2011,
Pakistan,won,6 wickets,61,lost,2nd,Sri Lanka,Dhaka,3/15/2012,
Sri Lanka,lost,6 wickets,61,won,1st,Pakistan,Dhaka,3/15/2012,
Australia,won,6 wickets,67,lost,2nd,New Zealand,Melbourne,12/17/1997,Stephen Fleming (NZ)
New Zealand,lost,6 wickets,67,won,1st,Australia,Melbourne,12/17/1997,Stephen Fleming (NZ)
Pakistan,lost,6 wickets,67,won,1st,South Africa,Rawalpindi,10/10/2003,
South Africa,won,6 wickets,67,lost,2nd,Pakistan,Rawalpindi,10/10/2003,
New Zealand,lost,6 wickets,70,lost,1st,South Africa,Napier,2/29/2012,Brendon McCullum (NZ)
South Africa,won,6 wickets,70,won,2nd,New Zealand,Napier,2/29/2012,Brendon McCullum (NZ)
Sri Lanka,lost,6 wickets,73,lost,1st,West Indies,Kingston,6/28/2013,
West Indies,won,6 wickets,73,won,2nd,Sri Lanka,Kingston,6/28/2013,
Australia,won,6 wickets,79,lost,2nd,New Zealand,Sharjah,4/18/1998,Stephen Fleming (NZ)
Australia,won,6 wickets,79,won,2nd,England,Jaipur,10/21/2006,
England,lost,6 wickets,79,lost,1st,Australia,Jaipur,10/21/2006,
New Zealand,lost,6 wickets,79,won,1st,Australia,Sharjah,4/18/1998,Stephen Fleming (NZ)
England,won,6 wickets,84,won,2nd,West Indies,Bristol,5/24/2009,
India,won,6 wickets,84,lost,2nd,West Indies,Dambulla,7/31/2005,
West Indies,lost,6 wickets,84,lost,1st,England,Bristol,5/24/2009,
West Indies,lost,6 wickets,84,won,1st,India,Dambulla,7/31/2005,
New Zealand,lost,6 wickets,85,lost,1st,Sri Lanka,Christchurch,3/25/1997,Stephen Fleming (NZ)
Sri Lanka,won,6 wickets,85,won,2nd,New Zealand,Christchurch,3/25/1997,Stephen Fleming (NZ)
India,won,6 wickets,86,won,2nd,South Africa,Bangalore,11/19/2005,
South Africa,lost,6 wickets,86,lost,1st,India,Bangalore,11/19/2005,
India,won,6 wickets,88,lost,2nd,West Indies,Kochi,11/21/2013,
West Indies,lost,6 wickets,88,won,1st,India,Kochi,11/21/2013,
India,won,6 wickets,93,lost,2nd,Sri Lanka,Dambulla,8/16/2010,
Sri Lanka,lost,6 wickets,93,won,1st,India,Dambulla,8/16/2010,
Australia,won,6 wickets,97,lost,2nd,Pakistan,Adelaide,3/20/2015,
Pakistan,lost,6 wickets,97,won,1st,Australia,Adelaide,3/20/2015,
India,lost,6 wickets,111,won,1st,Pakistan,Dhaka,1/16/1998,
Pakistan,won,6 wickets,111,lost,2nd,India,Dhaka,1/16/1998,
New Zealand,won,6 wickets,117,won,2nd,Pakistan,Napier,2/20/2001,Stephen Fleming (NZ)
Pakistan,lost,6 wickets,117,lost,1st,New Zealand,Napier,2/20/2001,Stephen Fleming (NZ)
England,lost,6 wickets,120,won,1st,New Zealand,Wellington,2/9/2008,Daniel Vettori (NZ)
New Zealand,won,6 wickets,120,lost,2nd,England,Wellington,2/9/2008,Daniel Vettori (NZ)
South Africa,won,6 wickets,123,won,2nd,Sri Lanka,Johannesburg,11/27/2002,
Sri Lanka,lost,6 wickets,123,lost,1st,South Africa,Johannesburg,11/27/2002,
India,lost,6 wickets,128,lost,1st,New Zealand,Hamilton,1/14/2003,Stephen Fleming (NZ)
New Zealand,won,6 wickets,128,won,2nd,India,Hamilton,1/14/2003,Stephen Fleming (NZ)
Australia,lost,60 runs,0,lost,2nd,India,Bangalore,3/25/2001,
India,won,60 runs,0,won,1st,Australia,Bangalore,3/25/2001,
Pakistan,lost,60 runs,0,lost,2nd,West Indies,Port of Spain,4/22/2000,
West Indies,won,60 runs,0,won,1st,Pakistan,Port of Spain,4/22/2000,
Australia,lost,61 runs,0,won,2nd,South Africa,Port Elizabeth,4/13/2009,
Australia,won,61 runs,0,won,1st,India,Bangalore,11/12/2003,
England,lost,61 runs,0,won,2nd,West Indies,Birmingham,7/4/2007,
India,lost,61 runs,0,lost,2nd,Australia,Bangalore,11/12/2003,
New Zealand,lost,61 runs,0,lost,2nd,Sri Lanka,Napier,1/31/2001,Stephen Fleming (NZ)
South Africa,won,61 runs,0,lost,1st,Australia,Port Elizabeth,4/13/2009,
South Africa,won,61 runs,0,won,1st,West Indies,Durban,1/16/2015,
Sri Lanka,won,61 runs,0,won,1st,New Zealand,Napier,1/31/2001,Stephen Fleming (NZ)
West Indies,lost,61 runs,0,lost,2nd,South Africa,Durban,1/16/2015,
West Indies,won,61 runs,0,lost,1st,England,Birmingham,7/4/2007,
Australia,won,62 runs,0,lost,1st,South Africa,Harare,9/2/2014,
England,won,62 runs,0,won,1st,Pakistan,Sharjah,4/12/1999,
New Zealand,lost,62 runs,0,lost,2nd,South Africa,Durban,8/26/2015,
New Zealand,lost,62 runs,0,won,2nd,Pakistan,Derby,5/28/1999,Stephen Fleming (NZ)
Pakistan,lost,62 runs,0,lost,2nd,England,Sharjah,4/12/1999,
Pakistan,lost,62 runs,0,lost,2nd,South Africa,East London,12/13/2002,
Pakistan,lost,62 runs,0,won,2nd,South Africa,Nairobi (Gym),9/29/1996,
Pakistan,won,62 runs,0,lost,1st,New Zealand,Derby,5/28/1999,Stephen Fleming (NZ)
Pakistan,won,62 runs,0,won,1st,West Indies,Melbourne,1/20/1997,
South Africa,lost,62 runs,0,won,2nd,Australia,Harare,9/2/2014,
South Africa,won,62 runs,0,lost,1st,Pakistan,Nairobi (Gym),9/29/1996,
South Africa,won,62 runs,0,won,1st,New Zealand,Durban,8/26/2015,
South Africa,won,62 runs,0,won,1st,Pakistan,East London,12/13/2002,
West Indies,lost,62 runs,0,lost,2nd,Pakistan,Melbourne,1/20/1997,
Australia,won,63 runs,0,won,1st,Sri Lanka,Perth,2/15/2008,
Australia,won,63 runs,0,won,1st,West Indies,St George's,6/27/2008,
England,lost,63 runs,0,won,2nd,India,Birmingham,5/29/1999,
India,won,63 runs,0,lost,1st,England,Birmingham,5/29/1999,
India,won,63 runs,0,won,1st,Sri Lanka,Bristol,7/11/2002,
Sri Lanka,lost,63 runs,0,lost,2nd,Australia,Perth,2/15/2008,
Sri Lanka,lost,63 runs,0,lost,2nd,India,Bristol,7/11/2002,
West Indies,lost,63 runs,0,lost,2nd,Australia,St George's,6/27/2008,
Australia,won,64 runs,0,lost,1st,England,Lord's,9/5/2015,
Australia,won,64 runs,0,won,1st,Sri Lanka,Sydney,3/8/2015,
Australia,won,64 runs,0,won,1st,West Indies,Kingstown,3/16/2012,
England,lost,64 runs,0,lost,2nd,South Africa,Port Elizabeth,1/21/1996,
England,lost,64 runs,0,won,2nd,Australia,Lord's,9/5/2015,
England,won,64 runs,0,lost,1st,India,The Oval,7/9/2002,
India,lost,64 runs,0,won,2nd,England,The Oval,7/9/2002,
New Zealand,won,64 runs,0,won,1st,Pakistan,Abu Dhabi,11/6/2009,Daniel Vettori (NZ)
Pakistan,lost,64 runs,0,lost,2nd,New Zealand,Abu Dhabi,11/6/2009,Daniel Vettori (NZ)
Pakistan,lost,64 runs,0,won,2nd,Sri Lanka,Karachi,6/29/2008,
South Africa,won,64 runs,0,won,1st,England,Port Elizabeth,1/21/1996,
Sri Lanka,lost,64 runs,0,lost,2nd,Australia,Sydney,3/8/2015,
Sri Lanka,won,64 runs,0,lost,1st,Pakistan,Karachi,6/29/2008,
West Indies,lost,64 runs,0,lost,2nd,Australia,Kingstown,3/16/2012,
Australia,lost,65 runs,0,won,2nd,South Africa,Cape Town,4/9/2002,
Australia,won,65 runs,0,lost,1st,India,Melbourne,2/5/2012,
England,won,65 runs,0,won,1st,Sri Lanka,Dambulla,10/4/2007,
India,lost,65 runs,0,won,2nd,Australia,Melbourne,2/5/2012,
South Africa,won,65 runs,0,lost,1st,Australia,Cape Town,4/9/2002,
Sri Lanka,lost,65 runs,0,lost,2nd,England,Dambulla,10/4/2007,
Australia,won,66 runs,0,won,1st,New Zealand,Wellington,2/10/1998,Stephen Fleming (NZ)
England,lost,66 runs,0,lost,2nd,Sri Lanka,Colombo (RPS),3/25/2001,
India,lost,66 runs,0,won,2nd,Pakistan,Amstelveen,8/21/2004,
New Zealand,lost,66 runs,0,lost,2nd,Australia,Wellington,2/10/1998,Stephen Fleming (NZ)
New Zealand,lost,66 runs,0,lost,2nd,Pakistan,Lahore,4/27/2002,Stephen Fleming (NZ)
Pakistan,won,66 runs,0,lost,1st,India,Amstelveen,8/21/2004,
Pakistan,won,66 runs,0,won,1st,New Zealand,Lahore,4/27/2002,
Pakistan,won,66 runs,0,won,1st,New Zealand,Lahore,4/27/2002,Stephen Fleming (NZ)
Pakistan,won,66 runs,0,won,1st,South Africa,Dubai (DSC),11/1/2013,
South Africa,lost,66 runs,0,lost,2nd,Pakistan,Dubai (DSC),11/1/2013,
South Africa,won,66 runs,0,lost,1st,Sri Lanka,Lahore,11/6/1997,
South Africa,won,66 runs,0,lost,1st,West Indies,North Sound,5/22/2010,
Sri Lanka,lost,66 runs,0,won,2nd,South Africa,Lahore,11/6/1997,
Sri Lanka,won,66 runs,0,won,1st,England,Colombo (RPS),3/25/2001,
West Indies,lost,66 runs,0,won,2nd,South Africa,North Sound,5/22/2010,
Australia,lost,67 runs,0,lost,2nd,South Africa,Sydney,12/4/1997,
